日期,活动名,玩家,桌号,胜负,时长
2026-02-23,周末欢乐局,玩家016,3,胜,72
2026-02-23,周末欢乐局,玩家018,4,胜,95
2026-02-23,周末欢乐局,玩家050,4,平,95
2026-02-23,周末欢乐局,玩家010,4,胜,95
2026-02-23,周末欢乐局,玩家019,4,负,95
2026-02-23,周末欢乐局,玩家011,4,胜,95
2026-02-23,周末欢乐局,玩家027,1,平,81
2026-02-23,周末欢乐局,玩家045,1,胜,81
2026-02-23,周末欢乐局,玩家004,1,负,81
2026-02-23,周末欢乐局,玩家016,1,负,81
2026-02-23,周末欢乐局,玩家010,1,胜,81
2026-02-23,周末欢乐局,玩家011,1,胜,81
2026-02-23,周末欢乐局,玩家019,1,平,81
2026-02-24,桌游嘉年华,玩家023,4,负,22
2026-02-24,桌游嘉年华,玩家043,4,平,22
2026-02-24,桌游嘉年华,玩家039,4,负,22
2026-02-24,桌游嘉年华,玩家019,4,胜,22
2026-02-24,桌游嘉年华,玩家014,4,平,22
2026-02-24,桌游嘉年华,玩家024,4,负,43
2026-02-24,桌游嘉年华,玩家030,4,平,43
2026-02-24,桌游嘉年华,玩家007,4,负,43
2026-02-24,桌游嘉年华,玩家017,4,平,43
2026-02-24,桌游嘉年华,玩家023,4,平,43
2026-02-24,桌游嘉年华,玩家001,4,胜,43
2026-02-24,桌游嘉年华,玩家043,4,平,43
2026-02-24,桌游嘉年华,玩家045,4,胜,43
2026-02-25,桌游嘉年华,玩家007,3,胜,114
2026-02-25,桌游嘉年华,玩家024,3,平,114
2026-02-25,桌游嘉年华,玩家022,3,平,114
2026-02-25,桌游嘉年华,玩家010,3,负,114
2026-02-25,桌游嘉年华,玩家026,3,胜,114
2026-02-25,桌游嘉年华,玩家036,3,胜,114
2026-02-25,桌游嘉年华,玩家013,3,负,114
2026-02-25,桌游嘉年华,玩家048,3,负,114
2026-02-25,桌游嘉年华,玩家007,4,胜,62
2026-02-25,桌游嘉年华,玩家024,4,平,62
2026-02-25,桌游嘉年华,玩家010,4,胜,62
2026-02-25,桌游嘉年华,玩家026,4,平,62
2026-02-25,桌游嘉年华,玩家013,4,负,62
2026-02-25,桌游嘉年华,玩家048,4,平,62
2026-02-25,桌游嘉年华,玩家022,4,平,62
2026-02-25,桌游嘉年华,玩家036,4,平,62
2026-02-25,桌游嘉年华,玩家048,2,胜,55
2026-02-25,桌游嘉年华,玩家024,2,胜,55
2026-02-25,桌游嘉年华,玩家010,2,负,55
2026-02-25,桌游嘉年华,玩家036,2,负,55
2026-02-25,桌游嘉年华,玩家022,2,负,55
2026-02-25,桌游嘉年华,玩家026,4,负,44
2026-02-25,桌游嘉年华,玩家022,4,胜,44
2026-02-25,桌游嘉年华,玩家048,4,胜,44
2026-02-25,桌游嘉年华,玩家036,4,负,44
2026-02-25,桌游嘉年华,玩家024,4,胜,44
2026-02-25,桌游嘉年华,玩家013,4,负,44
2026-02-25,桌游嘉年华,玩家010,4,胜,44
2026-02-25,桌游嘉年华,玩家007,4,胜,44
2026-02-25,桌游嘉年华,玩家026,2,平,86
2026-02-25,桌游嘉年华,玩家048,2,胜,86
2026-02-25,桌游嘉年华,玩家013,2,负,86
2026-02-25,桌游嘉年华,玩家022,2,负,86
2026-02-25,桌游嘉年华,玩家010,2,平,86
2026-02-25,桌游嘉年华,玩家007,2,平,86
2026-02-25,深夜桌游局,玩家009,4,胜,44
2026-02-25,深夜桌游局,玩家021,4,胜,44
2026-02-25,深夜桌游局,玩家026,4,胜,44
2026-02-25,深夜桌游局,玩家011,4,平,44
2026-02-25,深夜桌游局,玩家031,4,平,44
2026-02-25,深夜桌游局,玩家039,4,负,44
2026-02-25,深夜桌游局,玩家033,4,平,58
2026-02-25,深夜桌游局,玩家011,4,胜,58
2026-02-25,深夜桌游局,玩家020,4,负,58
2026-02-25,深夜桌游局,玩家022,4,胜,58
2026-02-25,深夜桌游局,玩家021,4,负,58
2026-02-25,深夜桌游局,玩家040,4,胜,58
2026-02-25,深夜桌游局,玩家043,4,负,58
2026-02-25,深夜桌游局,玩家010,4,负,58
2026-02-25,深夜桌游局,玩家030,3,平,41
2026-02-25,深夜桌游局,玩家033,3,胜,41
2026-02-25,深夜桌游局,玩家039,3,平,41
2026-02-25,深夜桌游局,玩家021,3,平,41
2026-02-26,节日特别场,玩家031,2,负,25
2026-02-26,节日特别场,玩家039,2,平,25
2026-02-26,节日特别场,玩家017,2,胜,25
2026-02-26,节日特别场,玩家042,2,负,25
2026-02-26,节日特别场,玩家031,3,胜,64
2026-02-26,节日特别场,玩家039,3,负,64
2026-02-26,节日特别场,玩家017,3,负,64
2026-02-26,节日特别场,玩家042,3,平,64
2026-02-26,节日特别场,玩家017,2,胜,83
2026-02-26,节日特别场,玩家039,2,负,83
2026-02-26,节日特别场,玩家042,2,负,83
2026-02-26,节日特别场,玩家031,2,胜,83
2026-02-26,节日特别场,玩家017,1,平,57
2026-02-26,节日特别场,玩家042,1,平,57
2026-02-26,节日特别场,玩家031,1,胜,57
2026-02-26,节日特别场,玩家039,1,平,57
2026-02-27,家庭桌游日,玩家027,3,胜,59
2026-02-27,家庭桌游日,玩家034,3,负,59
2026-02-27,家庭桌游日,玩家040,3,平,59
2026-02-27,家庭桌游日,玩家047,3,胜,59
2026-02-27,家庭桌游日,玩家041,4,负,48
2026-02-27,家庭桌游日,玩家008,4,胜,48
2026-02-27,家庭桌游日,玩家034,4,胜,48
2026-02-27,家庭桌游日,玩家010,4,胜,48
2026-02-27,家庭桌游日,玩家037,4,平,48
2026-02-27,家庭桌游日,玩家003,4,负,48
2026-02-27,家庭桌游日,玩家002,1,负,105
2026-02-27,家庭桌游日,玩家010,1,负,105
2026-02-27,家庭桌游日,玩家027,1,胜,105
2026-02-27,家庭桌游日,玩家008,1,平,105
2026-02-27,家庭桌游日,玩家037,1,负,105
2026-02-27,家庭桌游日,玩家021,1,负,105
2026-02-27,家庭桌游日,玩家003,1,负,105
2026-02-27,家庭桌游日,玩家011,1,负,105
2026-02-27,家庭桌游日,玩家013,1,胜,31
2026-02-27,家庭桌游日,玩家014,1,平,31
2026-02-27,家庭桌游日,玩家037,1,负,31
2026-02-27,家庭桌游日,玩家021,1,平,31
2026-02-27,家庭桌游日,玩家029,1,负,31
2026-02-27,家庭桌游日,玩家003,1,负,31
2026-02-27,家庭桌游日,玩家029,3,负,46
2026-02-27,家庭桌游日,玩家014,3,负,46
2026-02-27,家庭桌游日,玩家040,3,平,46
2026-02-27,家庭桌游日,玩家041,3,负,46
2026-02-27,家庭桌游日,玩家027,3,胜,46
2026-02-27,狼人杀之夜,玩家044,4,胜,73
2026-02-27,狼人杀之夜,玩家040,4,平,73
2026-02-27,狼人杀之夜,玩家018,4,负,73
2026-02-27,狼人杀之夜,玩家045,4,平,73
2026-02-27,狼人杀之夜,玩家042,5,胜,82
2026-02-27,狼人杀之夜,玩家050,5,负,82
2026-02-27,狼人杀之夜,玩家040,5,平,82
2026-02-27,狼人杀之夜,玩家045,5,负,82
2026-02-27,狼人杀之夜,玩家013,5,负,82
2026-02-27,狼人杀之夜,玩家042,5,平,101
2026-02-27,狼人杀之夜,玩家044,5,负,101
2026-02-27,狼人杀之夜,玩家020,5,胜,101
2026-02-27,狼人杀之夜,玩家015,5,平,101
2026-02-27,狼人杀之夜,玩家050,5,平,101
2026-02-27,狼人杀之夜,玩家045,5,负,101
2026-02-27,狼人杀之夜,玩家016,5,负,101
2026-02-27,狼人杀之夜,玩家038,2,胜,83
2026-02-27,狼人杀之夜,玩家036,2,平,83
2026-02-27,狼人杀之夜,玩家018,2,平,83
2026-02-27,狼人杀之夜,玩家042,2,负,83
2026-02-27,狼人杀之夜,玩家044,2,平,83
2026-02-27,狼人杀之夜,玩家047,2,负,83
2026-02-27,狼人杀之夜,玩家045,2,平,83
2026-02-27,狼人杀之夜,玩家018,4,平,85
2026-02-27,狼人杀之夜,玩家038,4,平,85
2026-02-27,狼人杀之夜,玩家031,4,胜,85
2026-02-27,狼人杀之夜,玩家036,4,负,85
2026-02-27,狼人杀之夜,玩家047,4,胜,85
2026-02-27,狼人杀之夜,玩家017,4,平,85
2026-02-27,狼人杀之夜,玩家017,1,胜,40
2026-02-27,狼人杀之夜,玩家031,1,负,40
2026-02-27,狼人杀之夜,玩家036,1,负,40
2026-02-27,狼人杀之夜,玩家050,1,负,40
2026-02-27,狼人杀之夜,玩家038,1,平,40
2026-02-28,策略桌游会,玩家006,1,胜,43
2026-02-28,策略桌游会,玩家042,1,平,43
2026-02-28,策略桌游会,玩家023,1,胜,43
2026-02-28,策略桌游会,玩家019,1,平,43
2026-02-28,策略桌游会,玩家003,1,负,43
2026-02-28,策略桌游会,玩家050,1,负,43
2026-02-28,策略桌游会,玩家023,3,胜,21
2026-02-28,策略桌游会,玩家019,3,平,21
2026-02-28,策略桌游会,玩家006,3,负,21
2026-02-28,策略桌游会,玩家042,3,负,21
2026-02-28,策略桌游会,玩家050,3,负,21
2026-02-28,策略桌游会,玩家029,3,负,21
2026-02-28,策略桌游会,玩家003,3,平,44
2026-02-28,策略桌游会,玩家042,3,平,44
2026-02-28,策略桌游会,玩家029,3,平,44
2026-02-28,策略桌游会,玩家006,3,平,44
2026-02-28,策略桌游会,玩家023,3,平,44
2026-02-28,策略桌游会,玩家029,5,胜,36
2026-02-28,策略桌游会,玩家046,5,负,36
2026-02-28,策略桌游会,玩家019,5,负,36
2026-02-28,策略桌游会,玩家023,5,负,36
2026-03-01,新手教学日,玩家046,2,胜,48
2026-03-01,新手教学日,玩家040,2,平,48
2026-03-01,新手教学日,玩家043,2,胜,48
2026-03-01,新手教学日,玩家048,2,平,48
2026-03-01,新手教学日,玩家007,2,胜,48
2026-03-01,新手教学日,玩家016,2,负,48
2026-03-01,新手教学日,玩家038,2,胜,48
2026-03-01,新手教学日,玩家040,2,负,22
2026-03-01,新手教学日,玩家038,2,负,22
2026-03-01,新手教学日,玩家046,2,胜,22
2026-03-01,新手教学日,玩家007,2,胜,22
2026-03-01,新手教学日,玩家016,2,胜,22
2026-03-01,新手教学日,玩家007,1,胜,116
2026-03-01,新手教学日,玩家038,1,胜,116
2026-03-01,新手教学日,玩家043,1,平,116
2026-03-01,新手教学日,玩家048,1,胜,116
2026-03-01,新手教学日,玩家046,1,平,116
2026-03-01,新手教学日,玩家004,1,胜,116
2026-03-01,新手教学日,玩家040,1,胜,116
2026-03-01,新手教学日,玩家016,1,平,116
2026-03-01,新手教学日,玩家040,3,负,94
2026-03-01,新手教学日,玩家043,3,负,94
2026-03-01,新手教学日,玩家046,3,胜,94
2026-03-01,新手教学日,玩家048,3,平,94
2026-03-01,狼人杀之夜,玩家011,2,胜,56
2026-03-01,狼人杀之夜,玩家044,2,平,56
2026-03-01,狼人杀之夜,玩家027,2,胜,56
2026-03-01,狼人杀之夜,玩家042,2,平,56
2026-03-01,狼人杀之夜,玩家001,2,胜,56
2026-03-01,狼人杀之夜,玩家036,2,胜,56
2026-03-01,狼人杀之夜,玩家009,2,平,56
2026-03-01,狼人杀之夜,玩家027,4,负,43
2026-03-01,狼人杀之夜,玩家011,4,负,43
2026-03-01,狼人杀之夜,玩家009,4,负,43
2026-03-01,狼人杀之夜,玩家036,4,胜,43
2026-03-01,狼人杀之夜,玩家001,4,平,43
2026-03-01,狼人杀之夜,玩家044,4,胜,43
2026-03-01,狼人杀之夜,玩家042,4,平,34
2026-03-01,狼人杀之夜,玩家001,4,胜,34
2026-03-01,狼人杀之夜,玩家044,4,负,34
2026-03-01,狼人杀之夜,玩家036,4,负,34
2026-03-01,狼人杀之夜,玩家027,3,负,56
2026-03-01,狼人杀之夜,玩家044,3,平,56
2026-03-01,狼人杀之夜,玩家042,3,平,56
2026-03-01,狼人杀之夜,玩家001,3,负,56
2026-03-01,狼人杀之夜,玩家009,3,平,56
2026-03-01,狼人杀之夜,玩家011,3,负,56
2026-03-01,狼人杀之夜,玩家036,3,胜,56
2026-03-01,狼人杀之夜,玩家001,5,平,21
2026-03-01,狼人杀之夜,玩家036,5,负,21
2026-03-01,狼人杀之夜,玩家009,5,平,21
2026-03-01,狼人杀之夜,玩家044,5,胜,21
2026-03-01,狼人杀之夜,玩家011,5,负,21
2026-03-01,狼人杀之夜,玩家042,5,负,21
2026-03-01,狼人杀之夜,玩家027,5,平,21
2026-03-01,狼人杀之夜,玩家009,1,胜,114
2026-03-01,狼人杀之夜,玩家036,1,胜,114
2026-03-01,狼人杀之夜,玩家027,1,负,114
2026-03-01,狼人杀之夜,玩家044,1,胜,114
2026-03-02,节日特别场,玩家035,2,平,117
2026-03-02,节日特别场,玩家042,2,平,117
2026-03-02,节日特别场,玩家037,2,平,117
2026-03-02,节日特别场,玩家012,2,负,117
2026-03-02,节日特别场,玩家015,2,平,117
2026-03-02,节日特别场,玩家003,2,负,117
2026-03-02,节日特别场,玩家012,3,负,118
2026-03-02,节日特别场,玩家003,3,胜,118
2026-03-02,节日特别场,玩家035,3,胜,118
2026-03-02,节日特别场,玩家037,3,负,118
2026-03-02,节日特别场,玩家015,3,负,118
2026-03-02,节日特别场,玩家042,3,负,118
2026-03-02,节日特别场,玩家042,2,胜,106
2026-03-02,节日特别场,玩家012,2,胜,106
2026-03-02,节日特别场,玩家003,2,负,106
2026-03-02,节日特别场,玩家035,2,平,106
2026-03-02,节日特别场,玩家037,2,平,106
2026-03-02,节日特别场,玩家015,3,胜,79
2026-03-02,节日特别场,玩家003,3,负,79
2026-03-02,节日特别场,玩家042,3,平,79
2026-03-02,节日特别场,玩家035,3,负,79
2026-03-02,节日特别场,玩家037,3,负,79
2026-03-03,三国杀争霸,玩家007,3,负,77
2026-03-03,三国杀争霸,玩家030,3,负,77
2026-03-03,三国杀争霸,玩家032,3,负,77
2026-03-03,三国杀争霸,玩家003,3,负,77
2026-03-03,三国杀争霸,玩家035,3,胜,77
2026-03-03,三国杀争霸,玩家022,3,胜,77
2026-03-03,三国杀争霸,玩家034,3,胜,77
2026-03-03,三国杀争霸,玩家037,3,平,77
2026-03-03,三国杀争霸,玩家019,3,胜,82
2026-03-03,三国杀争霸,玩家022,3,平,82
2026-03-03,三国杀争霸,玩家020,3,平,82
2026-03-03,三国杀争霸,玩家039,3,负,82
2026-03-03,三国杀争霸,玩家032,3,平,82
2026-03-03,三国杀争霸,玩家035,5,平,83
2026-03-03,三国杀争霸,玩家019,5,负,83
2026-03-03,三国杀争霸,玩家032,5,平,83
2026-03-03,三国杀争霸,玩家030,5,平,83
2026-03-03,三国杀争霸,玩家020,5,负,83
2026-03-03,三国杀争霸,玩家003,5,负,83
2026-03-03,三国杀争霸,玩家037,5,负,83
2026-03-03,三国杀争霸,玩家009,5,胜,83
2026-03-03,三国杀争霸,玩家003,1,负,74
2026-03-03,三国杀争霸,玩家020,1,负,74
2026-03-03,三国杀争霸,玩家007,1,负,74
2026-03-03,三国杀争霸,玩家034,1,负,74
2026-03-03,三国杀争霸,玩家009,1,胜,74
2026-03-03,三国杀争霸,玩家035,1,平,74
2026-03-03,三国杀争霸,玩家037,1,胜,74
2026-03-03,三国杀争霸,玩家030,1,胜,74
2026-03-03,三国杀争霸,玩家035,2,胜,41
2026-03-03,三国杀争霸,玩家001,2,平,41
2026-03-03,三国杀争霸,玩家032,2,负,41
2026-03-03,三国杀争霸,玩家039,2,胜,41
2026-03-03,三国杀争霸,玩家034,2,负,41
2026-03-03,三国杀争霸,玩家007,2,平,41
2026-03-03,三国杀争霸,玩家030,4,负,93
2026-03-03,三国杀争霸,玩家022,4,负,93
2026-03-03,三国杀争霸,玩家039,4,平,93
2026-03-03,三国杀争霸,玩家003,4,胜,93
2026-03-03,三国杀争霸,玩家019,4,负,93
2026-03-03,三国杀争霸,玩家035,4,胜,93
2026-03-03,三国杀争霸,玩家020,4,平,93
2026-03-03,三国杀争霸,玩家037,4,平,93
2026-03-04,三国杀争霸,玩家047,3,负,45
2026-03-04,三国杀争霸,玩家033,3,平,45
2026-03-04,三国杀争霸,玩家041,3,胜,45
2026-03-04,三国杀争霸,玩家028,3,平,45
2026-03-04,三国杀争霸,玩家006,3,胜,45
2026-03-04,三国杀争霸,玩家007,3,负,45
2026-03-04,三国杀争霸,玩家026,3,负,45
2026-03-04,三国杀争霸,玩家007,1,平,111
2026-03-04,三国杀争霸,玩家021,1,胜,111
2026-03-04,三国杀争霸,玩家026,1,平,111
2026-03-04,三国杀争霸,玩家028,1,负,111
2026-03-04,三国杀争霸,玩家033,1,负,111
2026-03-04,三国杀争霸,玩家012,1,胜,111
2026-03-04,三国杀争霸,玩家006,5,平,104
2026-03-04,三国杀争霸,玩家021,5,负,104
2026-03-04,三国杀争霸,玩家026,5,胜,104
2026-03-04,三国杀争霸,玩家041,5,负,104
2026-03-04,三国杀争霸,玩家012,5,负,104
2026-03-04,三国杀争霸,玩家047,5,负,104
2026-03-04,三国杀争霸,玩家028,5,平,104
2026-03-04,三国杀争霸,玩家040,5,平,104
2026-03-04,深夜桌游局,玩家022,5,平,47
2026-03-04,深夜桌游局,玩家004,5,平,47
2026-03-04,深夜桌游局,玩家024,5,负,47
2026-03-04,深夜桌游局,玩家038,5,负,47
2026-03-04,深夜桌游局,玩家042,5,平,47
2026-03-04,深夜桌游局,玩家017,5,胜,50
2026-03-04,深夜桌游局,玩家016,5,平,50
2026-03-04,深夜桌游局,玩家022,5,平,50
2026-03-04,深夜桌游局,玩家024,5,负,50
2026-03-04,深夜桌游局,玩家047,5,负,50
2026-03-04,深夜桌游局,玩家038,5,负,50
2026-03-04,深夜桌游局,玩家042,5,负,50
2026-03-04,深夜桌游局,玩家020,5,胜,50
2026-03-04,深夜桌游局,玩家037,2,胜,34
2026-03-04,深夜桌游局,玩家008,2,胜,34
2026-03-04,深夜桌游局,玩家038,2,胜,34
2026-03-04,深夜桌游局,玩家004,2,胜,34
2026-03-04,深夜桌游局,玩家047,2,负,34
2026-03-04,深夜桌游局,玩家042,2,负,34
2026-03-04,深夜桌游局,玩家020,2,负,34
2026-03-04,深夜桌游局,玩家017,5,负,23
2026-03-04,深夜桌游局,玩家004,5,负,23
2026-03-04,深夜桌游局,玩家022,5,平,23
2026-03-04,深夜桌游局,玩家047,5,平,23
2026-03-04,深夜桌游局,玩家038,5,胜,23
2026-03-04,深夜桌游局,玩家042,5,平,23
2026-03-04,深夜桌游局,玩家020,5,胜,23
2026-03-04,深夜桌游局,玩家022,4,负,28
2026-03-04,深夜桌游局,玩家020,4,负,28
2026-03-04,深夜桌游局,玩家001,4,平,28
2026-03-04,深夜桌游局,玩家037,4,平,28
2026-03-05,桌游嘉年华,玩家039,4,平,86
2026-03-05,桌游嘉年华,玩家031,4,平,86
2026-03-05,桌游嘉年华,玩家024,4,平,86
2026-03-05,桌游嘉年华,玩家027,4,负,86
2026-03-05,桌游嘉年华,玩家036,4,负,86
2026-03-05,桌游嘉年华,玩家010,1,平,115
2026-03-05,桌游嘉年华,玩家036,1,胜,115
2026-03-05,桌游嘉年华,玩家030,1,负,115
2026-03-05,桌游嘉年华,玩家027,1,胜,115
2026-03-05,桌游嘉年华,玩家039,1,胜,115
2026-03-06,深夜桌游局,玩家036,2,负,27
2026-03-06,深夜桌游局,玩家049,2,平,27
2026-03-06,深夜桌游局,玩家013,2,负,27
2026-03-06,深夜桌游局,玩家048,2,平,27
2026-03-06,深夜桌游局,玩家010,2,胜,27
2026-03-06,深夜桌游局,玩家013,3,负,111
2026-03-06,深夜桌游局,玩家049,3,负,111
2026-03-06,深夜桌游局,玩家011,3,胜,111
2026-03-06,深夜桌游局,玩家004,3,平,111
2026-03-06,深夜桌游局,玩家036,3,平,111
2026-03-06,深夜桌游局,玩家008,3,胜,111
2026-03-06,深夜桌游局,玩家033,3,平,111
2026-03-06,深夜桌游局,玩家029,3,平,111
2026-03-06,桌游嘉年华,玩家031,2,胜,107
2026-03-06,桌游嘉年华,玩家023,2,平,107
2026-03-06,桌游嘉年华,玩家005,2,胜,107
2026-03-06,桌游嘉年华,玩家003,2,负,107
2026-03-06,桌游嘉年华,玩家028,2,负,107
2026-03-06,桌游嘉年华,玩家017,2,胜,107
2026-03-06,桌游嘉年华,玩家005,4,平,76
2026-03-06,桌游嘉年华,玩家047,4,负,76
2026-03-06,桌游嘉年华,玩家014,4,平,76
2026-03-06,桌游嘉年华,玩家026,4,负,76
2026-03-06,桌游嘉年华,玩家002,4,胜,76
2026-03-06,桌游嘉年华,玩家037,4,负,76
2026-03-07,深夜桌游局,玩家016,4,平,40
2026-03-07,深夜桌游局,玩家043,4,负,40
2026-03-07,深夜桌游局,玩家023,4,平,40
2026-03-07,深夜桌游局,玩家002,4,胜,40
2026-03-07,深夜桌游局,玩家025,4,负,40
2026-03-07,深夜桌游局,玩家020,4,负,40
2026-03-07,深夜桌游局,玩家009,4,平,40
2026-03-07,深夜桌游局,玩家043,5,胜,102
2026-03-07,深夜桌游局,玩家025,5,平,102
2026-03-07,深夜桌游局,玩家034,5,负,102
2026-03-07,深夜桌游局,玩家048,5,平,102
2026-03-07,深夜桌游局,玩家016,5,胜,102
2026-03-07,深夜桌游局,玩家042,5,胜,102
2026-03-07,卡牌对战赛,玩家003,2,平,86
2026-03-07,卡牌对战赛,玩家016,2,平,86
2026-03-07,卡牌对战赛,玩家026,2,胜,86
2026-03-07,卡牌对战赛,玩家029,2,平,86
2026-03-07,卡牌对战赛,玩家048,2,平,86
2026-03-07,卡牌对战赛,玩家026,4,平,42
2026-03-07,卡牌对战赛,玩家029,4,平,42
2026-03-07,卡牌对战赛,玩家003,4,负,42
2026-03-07,卡牌对战赛,玩家016,4,负,42
2026-03-07,卡牌对战赛,玩家048,4,胜,42
2026-03-07,卡牌对战赛,玩家003,1,胜,22
2026-03-07,卡牌对战赛,玩家048,1,平,22
2026-03-07,卡牌对战赛,玩家026,1,平,22
2026-03-07,卡牌对战赛,玩家029,1,平,22
2026-03-07,卡牌对战赛,玩家016,1,平,22
2026-03-07,卡牌对战赛,玩家026,2,负,26
2026-03-07,卡牌对战赛,玩家048,2,平,26
2026-03-07,卡牌对战赛,玩家029,2,负,26
2026-03-07,卡牌对战赛,玩家016,2,平,26
2026-03-07,卡牌对战赛,玩家016,3,平,111
2026-03-07,卡牌对战赛,玩家003,3,负,111
2026-03-07,卡牌对战赛,玩家029,3,负,111
2026-03-07,卡牌对战赛,玩家026,3,平,111
2026-03-07,卡牌对战赛,玩家048,3,负,111
2026-03-08,深夜桌游局,玩家039,2,负,36
2026-03-08,深夜桌游局,玩家016,2,胜,36
2026-03-08,深夜桌游局,玩家020,2,平,36
2026-03-08,深夜桌游局,玩家018,2,胜,36
2026-03-08,深夜桌游局,玩家049,2,负,36
2026-03-08,深夜桌游局,玩家048,2,负,99
2026-03-08,深夜桌游局,玩家027,2,胜,99
2026-03-08,深夜桌游局,玩家021,2,负,99
2026-03-08,深夜桌游局,玩家019,2,平,99
2026-03-08,深夜桌游局,玩家020,2,平,99
2026-03-08,深夜桌游局,玩家012,2,平,99
2026-03-08,深夜桌游局,玩家037,2,负,99
2026-03-09,周末欢乐局,玩家025,1,负,110
2026-03-09,周末欢乐局,玩家029,1,平,110
2026-03-09,周末欢乐局,玩家024,1,平,110
2026-03-09,周末欢乐局,玩家017,1,负,110
2026-03-09,周末欢乐局,玩家004,1,胜,110
2026-03-09,周末欢乐局,玩家009,1,胜,110
2026-03-09,周末欢乐局,玩家035,1,平,110
2026-03-09,周末欢乐局,玩家029,1,平,97
2026-03-09,周末欢乐局,玩家014,1,平,97
2026-03-09,周末欢乐局,玩家004,1,平,97
2026-03-09,周末欢乐局,玩家016,1,平,97
2026-03-10,策略桌游会,玩家024,1,平,36
2026-03-10,策略桌游会,玩家035,1,胜,36
2026-03-10,策略桌游会,玩家019,1,平,36
2026-03-10,策略桌游会,玩家033,1,胜,36
2026-03-10,策略桌游会,玩家025,1,负,36
2026-03-10,策略桌游会,玩家026,1,胜,36
2026-03-10,策略桌游会,玩家025,5,胜,75
2026-03-10,策略桌游会,玩家020,5,负,75
2026-03-10,策略桌游会,玩家014,5,胜,75
2026-03-10,策略桌游会,玩家039,5,负,75
2026-03-10,策略桌游会,玩家026,5,胜,75
2026-03-10,策略桌游会,玩家030,5,胜,75
2026-03-10,策略桌游会,玩家021,5,负,75
2026-03-10,家庭桌游日,玩家037,3,平,60
2026-03-10,家庭桌游日,玩家015,3,负,60
2026-03-10,家庭桌游日,玩家036,3,胜,60
2026-03-10,家庭桌游日,玩家032,3,平,60
2026-03-10,家庭桌游日,玩家016,3,平,60
2026-03-10,家庭桌游日,玩家022,3,平,60
2026-03-10,家庭桌游日,玩家013,3,负,60
2026-03-10,家庭桌游日,玩家015,1,负,80
2026-03-10,家庭桌游日,玩家013,1,胜,80
2026-03-10,家庭桌游日,玩家022,1,平,80
2026-03-10,家庭桌游日,玩家016,1,负,80
2026-03-10,家庭桌游日,玩家032,1,负,80
2026-03-10,家庭桌游日,玩家013,1,平,34
2026-03-10,家庭桌游日,玩家025,1,胜,34
2026-03-10,家庭桌游日,玩家015,1,胜,34
2026-03-10,家庭桌游日,玩家037,1,负,34
2026-03-10,家庭桌游日,玩家032,1,胜,34
2026-03-10,家庭桌游日,玩家022,1,胜,34
2026-03-10,家庭桌游日,玩家016,1,负,34
2026-03-10,家庭桌游日,玩家037,2,胜,94
2026-03-10,家庭桌游日,玩家036,2,平,94
2026-03-10,家庭桌游日,玩家016,2,平,94
2026-03-10,家庭桌游日,玩家032,2,胜,94
2026-03-10,家庭桌游日,玩家022,2,负,94
2026-03-11,三国杀争霸,玩家035,2,胜,95
2026-03-11,三国杀争霸,玩家032,2,负,95
2026-03-11,三国杀争霸,玩家047,2,胜,95
2026-03-11,三国杀争霸,玩家004,2,胜,95
2026-03-11,三国杀争霸,玩家042,2,胜,95
2026-03-11,三国杀争霸,玩家034,2,负,95
2026-03-11,三国杀争霸,玩家049,2,平,95
2026-03-11,三国杀争霸,玩家049,4,平,61
2026-03-11,三国杀争霸,玩家034,4,平,61
2026-03-11,三国杀争霸,玩家042,4,平,61
2026-03-11,三国杀争霸,玩家047,4,胜,61
2026-03-11,三国杀争霸,玩家032,4,胜,61
2026-03-11,三国杀争霸,玩家004,4,胜,61
2026-03-11,三国杀争霸,玩家035,4,平,61
2026-03-11,新手教学日,玩家014,3,负,31
2026-03-11,新手教学日,玩家024,3,负,31
2026-03-11,新手教学日,玩家040,3,胜,31
2026-03-11,新手教学日,玩家030,3,胜,31
2026-03-11,新手教学日,玩家001,4,负,69
2026-03-11,新手教学日,玩家040,4,负,69
2026-03-11,新手教学日,玩家014,4,平,69
2026-03-11,新手教学日,玩家004,4,平,69
2026-03-11,新手教学日,玩家024,2,平,107
2026-03-11,新手教学日,玩家030,2,胜,107
2026-03-11,新手教学日,玩家040,2,负,107
2026-03-11,新手教学日,玩家033,2,平,107
2026-03-11,新手教学日,玩家030,1,平,92
2026-03-11,新手教学日,玩家041,1,负,92
2026-03-11,新手教学日,玩家040,1,胜,92
2026-03-11,新手教学日,玩家004,1,负,92
2026-03-11,新手教学日,玩家024,1,负,92
2026-03-11,新手教学日,玩家014,1,平,92
2026-03-12,三国杀争霸,玩家002,4,胜,106
2026-03-12,三国杀争霸,玩家018,4,平,106
2026-03-12,三国杀争霸,玩家034,4,平,106
2026-03-12,三国杀争霸,玩家047,4,平,106
2026-03-12,三国杀争霸,玩家002,2,负,30
2026-03-12,三国杀争霸,玩家034,2,负,30
2026-03-12,三国杀争霸,玩家047,2,胜,30
2026-03-12,三国杀争霸,玩家018,2,胜,30
2026-03-12,三国杀争霸,玩家018,3,平,25
2026-03-12,三国杀争霸,玩家034,3,胜,25
2026-03-12,三国杀争霸,玩家002,3,平,25
2026-03-12,三国杀争霸,玩家047,3,负,25
2026-03-13,狼人杀之夜,玩家047,1,平,34
